Survei Perusahaan AS Mulai Terpukul Perang Dagang,"NEW YORK, KOMPAS.com - Perusahaan-perusahaan AS dikabarkan sudah mulai terpukul dampak  perang dagang yang digulirkan Presiden Donald Trump terhadap China. Perusahaan-perusahaan itu terimbas kenaikan  tarif.
Kekhawatiran yang sebelumnya disuarakan oleh perusahaan-perusahaan AS kini semakin nyata terasa. Sebab, pemesanan baru dari China harus terkena tarif yang lebih tinggi yang diterapkan pemerintahan Trump.
Dikutip dari Business Insider, Jumat (26/10/2018), survei yang dilakukan Federal Reserve dan beberapa perusahaan riset pasar menemukan meluasnya kekhawatiran tentang tarif  impor. Sementara itu, masing-masing perusahaan mulai menghitung biaya baru hingga mencapai puluhan juta dollar AS karena ada tarif.
Beige Book yang dirilis The Fed mencatatkan peningkatan kekhawatiran terkait perang dagang AS-China. Beige Book berisi kumpulan sudut pandang dari 12 Fed regional.
Kata ""tarif"" muncul 51 kali pada Beige Book edisi terbaru yang dirilis pada Rabu (24/10/2018) waktu setempat. Angka itu naik dibandingkan pada edisi September dan Juli 2018, yang tercatat masing-masing 41 kali dan 31 kali.
Ada sejumlah kekhawatiran terkait perang dagang yang tercatat di dalam Beige Book. Pertama, perusahaan-perusahaan AS khawatir bahan baku dari luar AS akan semakin mahal harganya.
Banyak di antara barang-barang tersebut digunakan di dalam  produk yang dijual oleh perusahaan AS kepada konsumen. Sehingga, biaya impor yang lebih tinggi mendorong kenaikan biaya bagi perusahaan dan harga di tingkat konsumen pun terkerek.
Kedua, kebijakan balasan terhadap tarif yang diterapkan Trump membuat perusahaan susah menjual barang-barangnya ke negara seperti China dan Kanada.
Akibatnya, harga di tingkat produsen di AS menjadi rendah. Perusahaan pun menerima pendapatan yang lebih rendah untuk produk mereka.

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });","26/10/2018, 11:45 WIB"
Peserta Seleksi CPNS Dilarang Bawa Ponsel Saat Ujian,"JAKARTA, KOMPAS.com - Para peserta seleksi calon pegawai negeri sipil ( CPNS) tak diperkenankan membawa ponsel saat pelaksanaan  ujian. “Untuk handphone memang tidak boleh dibawa (saat pelaksanaan ujian CPNS),” ujar Kepala Biro Badan Kepegawaian Negara ( BKN) Mohammad Ridwan, saat dihubungi Kompas.com, Jumat (26/10/2018).Ridwan menambahkan, para peserta hanya diperbolehkan membawa Kartu Tanda Penduduk (KTP) dan Kartu peserta SKD ke ruang ujian. Barang-barang lainnya yang tak boleh dibawa bisa dititipkan ke loker yang tersedia.
“Handphone-nya bisa dimasukkan ke dalam tas dan dititipkan di loker,” kata Ridwan.Panitia penyelenggara pun telah menyediakan alat tulis dan kertas kosong untuk para peserta.  Ujian seleksi calon pegawai negeri sipil (CPNS) akan dimulai hari ini. Para pelamar CPNS yang dinyatakan lolos seleksi administrasi berhak mengikuti kegiatan ini.Dalam tes ini, pelamar akan mengikuti Seleksi Kompetensi Dasar (SKD) menggunakan sistem Computer Assisted Test (CAT).

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });","26/10/2018, 11:31 WIB"
Peserta Seleksi CPNS Dilarang Bawa Ponsel Saat Ujian,"JAKARTA, KOMPAS.com - Para peserta seleksi calon pegawai negeri sipil ( CPNS) tak diperkenankan membawa ponsel saat pelaksanaan  ujian. “Untuk handphone memang tidak boleh dibawa (saat pelaksanaan ujian CPNS),” ujar Kepala Biro Badan Kepegawaian Negara ( BKN) Mohammad Ridwan, saat dihubungi Kompas.com, Jumat (26/10/2018).Ridwan menambahkan, para peserta hanya diperbolehkan membawa Kartu Tanda Penduduk (KTP) dan Kartu peserta SKD ke ruang ujian. Barang-barang lainnya yang tak boleh dibawa bisa dititipkan ke loker yang tersedia.
“Handphone-nya bisa dimasukkan ke dalam tas dan dititipkan di loker,” kata Ridwan.Panitia penyelenggara pun telah menyediakan alat tulis dan kertas kosong untuk para peserta.  Ujian seleksi calon pegawai negeri sipil (CPNS) akan dimulai hari ini. Para pelamar CPNS yang dinyatakan lolos seleksi administrasi berhak mengikuti kegiatan ini.Dalam tes ini, pelamar akan mengikuti Seleksi Kompetensi Dasar (SKD) menggunakan sistem Computer Assisted Test (CAT).

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });","26/10/2018, 11:31 WIB"
Reksa Dana Syariah Tahan Gejolak Pasar,"JAKARTA, KOMPAS.com - Chief Investment Officer PT CIMB Principal Asset Management Priyanto Soedarsono mengatakan, salah satu ladang  investasi yang cukup menjanjikan adalah dana  reksa dana syariah. Sebab, reksa dana syariah punya ketahan tertentu terhadap kondisi perekonomian dunia yang memang sedang panas-dingin.""Kurang lebih saham saham syariah itu memiliki ketahanan tertentu karena kondisi ekonomi dunia lagi alert,"" ujar Priyanto di Jakarta, Kamis (25/10/2018).Dana kelolaan (asset under management/ AUM) syariah yang saat ini dikantongi oleh CIMB Principal menunjukakn pertumbuhan hingga 12 persen. Sedangkan pertumbuhan unit reksa dananya bisa mencapai 16 persen. Sementara itu, hingga Agustus 2018, dana kelolaan mencapai Rp 1 triliun. Dia menargetkan akhir tahun 2018 akan naik hingga Rp 1,2 triliun dengan pangsa pasar 3,4 persen.""Bukti investasi syariah di Indonesia masih banyak potensi. Hal ini juga membuktikan Indonesia harus terus berinvestasi,"" ujarnya.

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });","26/10/2018, 11:25 WIB"
Reksa Dana Syariah Tahan Gejolak Pasar,"JAKARTA, KOMPAS.com - Chief Investment Officer PT CIMB Principal Asset Management Priyanto Soedarsono mengatakan, salah satu ladang  investasi yang cukup menjanjikan adalah dana  reksa dana syariah. Sebab, reksa dana syariah punya ketahan tertentu terhadap kondisi perekonomian dunia yang memang sedang panas-dingin.""Kurang lebih saham saham syariah itu memiliki ketahanan tertentu karena kondisi ekonomi dunia lagi alert,"" ujar Priyanto di Jakarta, Kamis (25/10/2018).Dana kelolaan (asset under management/ AUM) syariah yang saat ini dikantongi oleh CIMB Principal menunjukakn pertumbuhan hingga 12 persen. Sedangkan pertumbuhan unit reksa dananya bisa mencapai 16 persen. Sementara itu, hingga Agustus 2018, dana kelolaan mencapai Rp 1 triliun. Dia menargetkan akhir tahun 2018 akan naik hingga Rp 1,2 triliun dengan pangsa pasar 3,4 persen.""Bukti investasi syariah di Indonesia masih banyak potensi. Hal ini juga membuktikan Indonesia harus terus berinvestasi,"" ujarnya.

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });","26/10/2018, 11:25 WIB"
Dana Kelurahan Disetujui DPR Akan Dipakai untuk Apa,"JAKARTA, KOMPAS.com - Bantuan pemerintah pusat untuk kelurahan melalui program  Dana Kelurahan dipastikan berjalan tahun depan.
Kepastian ini diperoleh ketika Badan Anggaran DPR RI menyetujui alokasi Dana Kelurahan dalam  Transfer Daerah dan  Dana Desa untuk belanja negara 2019 mendatang, Kamis (25/10/2018) malam.  Lantas, akan dipakai untuk apa saja Dana Kelurahan itu?
Asosiasi Pemerintah Kota Seluruh Indonesia menyebut skema penggunaan Dana Kelurahan akan mirip dengan proses Musyawarah Perencanaan Pembangunan atau Musrenbang sebagai tahapan menyusun APBD.  ""Apeksi mengusulkan bottom-up, lebih kepada bagaimana masyarakat mengusulkan apa yang dibutuhkan, mana yang boleh dan mana yang tidak,"" kata Ketua Apeksi yang juga Wali Kota Tangerang Selatan  Airin Rachmi Diany, beberapa waktu lalu.  Airin menjelaskan, mekanisme menampung usulan dari masyarakat dilakukan agar semuanya bisa berpartisipasi menggunakan Dana Kelurahan demi kepentingan bersama. Namun, dia baru memberi gambaran sederhana seperti itu, aturan persisnya masih menunggu proses dari pemerintah pusat hingga keluar regulasi besar berikut turunannya sebagai pedoman teknis.  ""Ini usulan (Apeksi), nanti yang menentukan aturan kan dari pusat. Atau ada keleluasaan menyusun (kebutuhan) oleh masyarakat dengan kelurahan, selama tidak bertentangan dengan aturan,"" tutur Airin.  Alokasi Dana Kelurahan untuk tahun depan ditetapkan pemerintah bersama Banggar DPR RI Rp 3 triliun. Dana Kelurahan dimasukkan ke dalam pos Transfer ke Daerah, dikarenakan kelurahan merupakan bagian dari pemerintah daerah yang mendapat alokasi dari APBD.  Transfer ke Daerah merupakan bagian dari belanja negara dalam rangka mendanai desentralisasi fiskal. Wujud Transfer ke Daerah berupa Dana Perimbangan, Dana Otonomi Khusus, dan Dana Penyesuaian.

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });","26/10/2018, 10:36 WIB"
Dana Kelurahan Disetujui DPR Akan Dipakai untuk Apa,"JAKARTA, KOMPAS.com - Bantuan pemerintah pusat untuk kelurahan melalui program  Dana Kelurahan dipastikan berjalan tahun depan.
Kepastian ini diperoleh ketika Badan Anggaran DPR RI menyetujui alokasi Dana Kelurahan dalam  Transfer Daerah dan  Dana Desa untuk belanja negara 2019 mendatang, Kamis (25/10/2018) malam.  Lantas, akan dipakai untuk apa saja Dana Kelurahan itu?
Asosiasi Pemerintah Kota Seluruh Indonesia menyebut skema penggunaan Dana Kelurahan akan mirip dengan proses Musyawarah Perencanaan Pembangunan atau Musrenbang sebagai tahapan menyusun APBD.  ""Apeksi mengusulkan bottom-up, lebih kepada bagaimana masyarakat mengusulkan apa yang dibutuhkan, mana yang boleh dan mana yang tidak,"" kata Ketua Apeksi yang juga Wali Kota Tangerang Selatan  Airin Rachmi Diany, beberapa waktu lalu.  Airin menjelaskan, mekanisme menampung usulan dari masyarakat dilakukan agar semuanya bisa berpartisipasi menggunakan Dana Kelurahan demi kepentingan bersama. Namun, dia baru memberi gambaran sederhana seperti itu, aturan persisnya masih menunggu proses dari pemerintah pusat hingga keluar regulasi besar berikut turunannya sebagai pedoman teknis.  ""Ini usulan (Apeksi), nanti yang menentukan aturan kan dari pusat. Atau ada keleluasaan menyusun (kebutuhan) oleh masyarakat dengan kelurahan, selama tidak bertentangan dengan aturan,"" tutur Airin.  Alokasi Dana Kelurahan untuk tahun depan ditetapkan pemerintah bersama Banggar DPR RI Rp 3 triliun. Dana Kelurahan dimasukkan ke dalam pos Transfer ke Daerah, dikarenakan kelurahan merupakan bagian dari pemerintah daerah yang mendapat alokasi dari APBD.  Transfer ke Daerah merupakan bagian dari belanja negara dalam rangka mendanai desentralisasi fiskal. Wujud Transfer ke Daerah berupa Dana Perimbangan, Dana Otonomi Khusus, dan Dana Penyesuaian.

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });","26/10/2018, 10:36 WIB"
Hidup Paspasan dan Memahami Kemiskinan dari Perspektif Lain,"JAKARTA, KOMPAS.com - Pembicaraan mengenai 90 persen lebih masyarakat Indonesia hidup pas-pasan diungkapkan calon presiden Prabowo Subianto, belum lama ini.
Meski tidak dijelaskan apa yang dimaksud hidup pas-pasan, pernyataan itu menimbulkan pertanyaan lain, seperti apa kehidupan orang yang berada di garis  kemiskinan.  Badan Pusat Statistik ( BPS) dalam sejumlah penelitian mendapati, orang miskin di Indonesia memiliki perilaku serupa dengan orang lain pada umumnya, yakni  menabung. Perilaku menabung dimiliki karena pada dasarnya semua orang punya kebutuhan yang sama akan hidup, mulai dari pendidikan, kesehatan, sampai kebutuhan darurat ketika sakit atau ada yang meninggal.  ""Penduduk yang paling miskin, meskipun mereka harus menggunakan uangnya untuk beli kebutuhan mendasar, seperti makanan, minuman, dan pakaian. Bagaimanapun juga, cara berpikir kita dengan cara berpikir mereka sama. Mereka selalu mencari kesempatan untuk menyisihkan sebagian uangnya, seberapa kecil pun,"" kata Kepala BPS Suhariyanto pada Kamis (25/10/2018).  Suhariyanto menjelaskan, cara orang miskin menabung juga sama dengan mereka yang berasal dari kalangan menengah ke atas.
Tabungan mereka berasal dari menyisihkan sebagian kecil dari penghasilannya hingga memberi reciprocal lending atau pinjaman yang bersifat timbal balik.  Maka dari itu, Suhariyanto berpesan agar jangan memandang rendah terhadap orang miskin. Mereka memiliki kesempatan yang sama dengan orang lain untuk sama-sama mengubah hidup jadi lebih baik di masa mendatang.  ""Mereka butuh kesempatan mengubah hidupnya, melakukan sebuah investasi, seberapa kecilnya itu,"" tutur Suhariyanto.  Masalah mengentaskan kemiskinan sudah jadi agenda bersama negara-negara di dunia, melalui Sustainable Development Goals (SDGs) yang digadang oleh Perserikatan Bangsa-Bangsa (PBB).
Salah satu cara mengurangi kemiskinan adalah memberi kesempatan yang sama bagi seluruh warga di sebuah negara.  Lantas, bagaimana dengan di Indonesia?
Staf Khusus Presiden Bidang Ekonomi Ahmad Erani Yustika menuturkan pemerintahan Indonesia dari waktu ke waktu telah menerapkan prinsip tersebut melalui program-program dengan semangat pembangunan berkelanjutan.  ""Program pengurangan kemiskinan jadi komitmen dari semua pemimpin negara. Makanya, dari waktu ke waktu, dari masa Orde Baru kemiskinan turun, ada angkanya. Pada masa awal reformasi, kemiskinan yang sempat meningkat, bisa diturunkan juga. Pada zaman Pak SBY juga, beliau menurunkan angka kemiskinan,"" ujar Erani.  Di era pemerintahan Joko Widodo-Jusuf Kalla, komitmen itu dilanjutkan dengan berbagai program yang bersifat pemerataan dan keadilan. Di antaranya Program Indonesia Pintar, Program Indonesia Sehat, Program Keluarga Harapan, Beras Sejahtera (Rastra) atau Bantuan Sosial Pangan, Bantuan Pangan Non Tunai, Program Dana Desa, serta Program Reforma Agraria dan Perhutanan Sosial.  Semua usaha para pemimpin negara membuahkan hasil yang dilihat dari angka kemiskinan per Maret 2018 sebesar 9,82 persen. Untuk pertama kalinya, angka kemiskinan di Indonesia ada pada single digit, sekaligus sebagai yang terendah dari tahun-tahun sebelumnya.  ""Jadi, secara keseluruhan, kemiskinan yang sekarang pada level 9,82 persen itu merupakan keseluruhan komitmen para pemimpin negara kita,"" sebut Erani.  Meski begitu, Suhariyanto mengingatkan masih banyak PR yang perlu dilakukan pemerintah, baik yang sekarang maupun yang akan datang. Persentase penduduk miskin 9,82 persen itu mewakili 25,95 juta orang yang masih memerlukan bantuan untuk keluar dari lingkaran kemiskinan.

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });","26/10/2018, 10:18 WIB"
Hidup Paspasan dan Memahami Kemiskinan dari Perspektif Lain,"JAKARTA, KOMPAS.com - Pembicaraan mengenai 90 persen lebih masyarakat Indonesia hidup pas-pasan diungkapkan calon presiden Prabowo Subianto, belum lama ini.
Meski tidak dijelaskan apa yang dimaksud hidup pas-pasan, pernyataan itu menimbulkan pertanyaan lain, seperti apa kehidupan orang yang berada di garis  kemiskinan.  Badan Pusat Statistik ( BPS) dalam sejumlah penelitian mendapati, orang miskin di Indonesia memiliki perilaku serupa dengan orang lain pada umumnya, yakni  menabung. Perilaku menabung dimiliki karena pada dasarnya semua orang punya kebutuhan yang sama akan hidup, mulai dari pendidikan, kesehatan, sampai kebutuhan darurat ketika sakit atau ada yang meninggal.  ""Penduduk yang paling miskin, meskipun mereka harus menggunakan uangnya untuk beli kebutuhan mendasar, seperti makanan, minuman, dan pakaian. Bagaimanapun juga, cara berpikir kita dengan cara berpikir mereka sama. Mereka selalu mencari kesempatan untuk menyisihkan sebagian uangnya, seberapa kecil pun,"" kata Kepala BPS Suhariyanto pada Kamis (25/10/2018).  Suhariyanto menjelaskan, cara orang miskin menabung juga sama dengan mereka yang berasal dari kalangan menengah ke atas.
Tabungan mereka berasal dari menyisihkan sebagian kecil dari penghasilannya hingga memberi reciprocal lending atau pinjaman yang bersifat timbal balik.  Maka dari itu, Suhariyanto berpesan agar jangan memandang rendah terhadap orang miskin. Mereka memiliki kesempatan yang sama dengan orang lain untuk sama-sama mengubah hidup jadi lebih baik di masa mendatang.  ""Mereka butuh kesempatan mengubah hidupnya, melakukan sebuah investasi, seberapa kecilnya itu,"" tutur Suhariyanto.  Masalah mengentaskan kemiskinan sudah jadi agenda bersama negara-negara di dunia, melalui Sustainable Development Goals (SDGs) yang digadang oleh Perserikatan Bangsa-Bangsa (PBB).
Salah satu cara mengurangi kemiskinan adalah memberi kesempatan yang sama bagi seluruh warga di sebuah negara.  Lantas, bagaimana dengan di Indonesia?
Staf Khusus Presiden Bidang Ekonomi Ahmad Erani Yustika menuturkan pemerintahan Indonesia dari waktu ke waktu telah menerapkan prinsip tersebut melalui program-program dengan semangat pembangunan berkelanjutan.  ""Program pengurangan kemiskinan jadi komitmen dari semua pemimpin negara. Makanya, dari waktu ke waktu, dari masa Orde Baru kemiskinan turun, ada angkanya. Pada masa awal reformasi, kemiskinan yang sempat meningkat, bisa diturunkan juga. Pada zaman Pak SBY juga, beliau menurunkan angka kemiskinan,"" ujar Erani.  Di era pemerintahan Joko Widodo-Jusuf Kalla, komitmen itu dilanjutkan dengan berbagai program yang bersifat pemerataan dan keadilan. Di antaranya Program Indonesia Pintar, Program Indonesia Sehat, Program Keluarga Harapan, Beras Sejahtera (Rastra) atau Bantuan Sosial Pangan, Bantuan Pangan Non Tunai, Program Dana Desa, serta Program Reforma Agraria dan Perhutanan Sosial.  Semua usaha para pemimpin negara membuahkan hasil yang dilihat dari angka kemiskinan per Maret 2018 sebesar 9,82 persen. Untuk pertama kalinya, angka kemiskinan di Indonesia ada pada single digit, sekaligus sebagai yang terendah dari tahun-tahun sebelumnya.  ""Jadi, secara keseluruhan, kemiskinan yang sekarang pada level 9,82 persen itu merupakan keseluruhan komitmen para pemimpin negara kita,"" sebut Erani.  Meski begitu, Suhariyanto mengingatkan masih banyak PR yang perlu dilakukan pemerintah, baik yang sekarang maupun yang akan datang. Persentase penduduk miskin 9,82 persen itu mewakili 25,95 juta orang yang masih memerlukan bantuan untuk keluar dari lingkaran kemiskinan.

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });","26/10/2018, 10:18 WIB"
Di TEI 2018 RI Dapat Kontrak Ekspor 496 Miliar Dollar AS,"JAKARTA, KOMPAS.com - Program misi pembelian dalam Trade Expo Indonesia ke-33 membukukan kontrak dagang sebesar 4,96 miliar dollar AS. 
Kontrak dagang tersebut ditandai dengan penandatanganan 44 nota kesepahaman yang disaksikan Menteri Perdagangan  Enggartiasto Lukita dan Menteri Luar Negeri Retno Marsudi dalam acara TEI di International Convention Exhibition Bumi Serpong Damai (ICE BSD), Tangerang, Banten. Enggar mengatakan, di hari pertama pelaksanaan TEI 2018, mereka memperoleh capaian yang menggembirakan.  ""Sebanyak 44 MoU ditandatangani antara  importir mancanegara dengan pelaku usaha atau  eksportir Indonesia dengan total nilai mencapai 4,96 miliar dollar AS,"" ujar Enggar sebagaimana dikutip dalam siaran pers, Jumat (26/10/2018). Penandatanganan MoU dilakukan para eksportir Indonesia dengan 33 importir dari 17 negara yaitu Korea Selatan, Australia, Arab Saudi, Belgia, Prancis dan Austria, China, Belanda, Spanyol, Meksiko, Thailand, Chile, Singapura, Malaysia, Amerika Serikat, Filipina, dan Brasil. Enggar mengatakan, produk-produk yang diminati antara lain furnitur, makanan dan minuman, makanan laut,  investasi di situs teknologi dan industri, alas kaki, bahan kimia, dan rempah-rempah. Sementara itu, Direktur Jenderal Pengembangan Nasional Arlinda menyampaikan, penandatanganan nota kesepahaman dari misi pembelian ini terus berlanjut hingga hari terakhir pelaksanaan TEI 2018.  “Perolehan kontrak dagang ini dipastikan akan terus bertambah karena diperkirakan hingga hari terakhir pelaksanaan TEI 2018 lebih dari 68 MoU misi pembelian akan ditandatangani,” kata Arlinda. Penandatanganan MoU tersebut merupakan hasil kerja sama antara Kementerian Perdagangan Republik Indonesia dan Kedutaan Besar Republik Indonesia, Konsul Jenderal Indonesia dan Pusat Promosi Perdagangan Indonesia. Selain itu juga komitmen yang tinggi antara eksportir dan importir untuk saling meningkatkan kerja sama dan perekonomian masing-masing negara.

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });","26/10/2018, 10:06 WIB"
Di TEI 2018 RI Dapat Kontrak Ekspor 496 Miliar Dollar AS,"JAKARTA, KOMPAS.com - Program misi pembelian dalam Trade Expo Indonesia ke-33 membukukan kontrak dagang sebesar 4,96 miliar dollar AS. 
Kontrak dagang tersebut ditandai dengan penandatanganan 44 nota kesepahaman yang disaksikan Menteri Perdagangan  Enggartiasto Lukita dan Menteri Luar Negeri Retno Marsudi dalam acara TEI di International Convention Exhibition Bumi Serpong Damai (ICE BSD), Tangerang, Banten. Enggar mengatakan, di hari pertama pelaksanaan TEI 2018, mereka memperoleh capaian yang menggembirakan.  ""Sebanyak 44 MoU ditandatangani antara  importir mancanegara dengan pelaku usaha atau  eksportir Indonesia dengan total nilai mencapai 4,96 miliar dollar AS,"" ujar Enggar sebagaimana dikutip dalam siaran pers, Jumat (26/10/2018). Penandatanganan MoU dilakukan para eksportir Indonesia dengan 33 importir dari 17 negara yaitu Korea Selatan, Australia, Arab Saudi, Belgia, Prancis dan Austria, China, Belanda, Spanyol, Meksiko, Thailand, Chile, Singapura, Malaysia, Amerika Serikat, Filipina, dan Brasil. Enggar mengatakan, produk-produk yang diminati antara lain furnitur, makanan dan minuman, makanan laut,  investasi di situs teknologi dan industri, alas kaki, bahan kimia, dan rempah-rempah. Sementara itu, Direktur Jenderal Pengembangan Nasional Arlinda menyampaikan, penandatanganan nota kesepahaman dari misi pembelian ini terus berlanjut hingga hari terakhir pelaksanaan TEI 2018.  “Perolehan kontrak dagang ini dipastikan akan terus bertambah karena diperkirakan hingga hari terakhir pelaksanaan TEI 2018 lebih dari 68 MoU misi pembelian akan ditandatangani,” kata Arlinda. Penandatanganan MoU tersebut merupakan hasil kerja sama antara Kementerian Perdagangan Republik Indonesia dan Kedutaan Besar Republik Indonesia, Konsul Jenderal Indonesia dan Pusat Promosi Perdagangan Indonesia. Selain itu juga komitmen yang tinggi antara eksportir dan importir untuk saling meningkatkan kerja sama dan perekonomian masing-masing negara.

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });","26/10/2018, 10:06 WIB"
Dorong Ekspor Kementan Percepat Layanan Sertifikasi Karantina,"KOMPAS.com - Kementerian Pertanian (Kementan) melalui Badan Karantina Pertanian (Barantan) menegaskan, komitmen pemerintah untuk terus melakukan inovasi guna mendorong ekspor.
Salah satu inovasinya adalah dengan mempercepat layanan sertifikasi ekspor karantina. 
""Sejalan dengan arahan Presiden, agar neraca perdagangan positif, maka ekspor harus lebih besar dari impor, dan kami siap mengantisipasi peningkatan dengan percepatan layanan karantina,"" kata Kepala Barantan Banun Harpini dalam keterangan resmi yang Kompas.com terima, Jumat (26/10/2018).
Banun Harpini sendiri mengatakan hal itu saat menghadiri acara pembukaan Trade Expo Indonesia (TEI) 2018 di Serpong, Tangerang, Selasa (24/10/2018).
Tak cuma itu, Baranan juga sedang mengembangkan layanan monitoring lalu lintas produk pertanian secara online dan real time melalui Indonesia Quarantina Full Automation System (IQFAST). 
Sistem yang tengah dipamerkan dalam TEI 2018 itu, nanti akan diintegrasikan dengan Sistem Layanan Perbankan. Dengan demikian akan lebih memudahkan pelaku usaha dalam bertransaksi pembayaran jasa layanan karantina sesuai ketentuan yang berlaku dan bebas pungli.
Terobosan lain untuk mendorong ekspor produk pertanian datang dari sertifkat karantina. Kini sertikat karantina pun sudah dibuat dalam tiga bahasa, yaitu bahasa Indonesia, Inggris dan Mandarin. ""Terobosan itu dibuat guna memenuhi kebutuhan dan permintaan negara tujuan ekspor,"" ungkap Banun.
BACA JUGA: Ekspor Komoditas Pertanian Meningkat Sepanjang April 2018
Ekspor sarang burung walet
Dalam pembukaan TEI pada 2018 itu hadir pula Kepala Bidang Karantina Hidup Iswan Haryanto. Dia manjadi narasumber dari perwakilan Barantan pada pertemuan forum bisnis yang dihadiri ratusan pebisnis sarang walet asal China dan mancanegara. 
DOK. Humas Kementerian Pertanian RI Kepala Bidang Karantina Produk Hewan, Kementerian Pertanian Iswan Haryanto (di podium) saat menjadi pembicara di Forum Bisnis Sarang Burung Walet Indonesia-Tiongkok, pada event Trade Ekspo Indonesia (TEI) 2018.
Di forum itu Iswan memaparkan kepada pebisnis China bahwa sarang burung walet Indonesia berkualitas. Buktinya ada pada sertifikasi dari karantina sebagai jaminan kualitas sarang walet yang diekspor ke negeri tirai bambu tersebut. 
Ada tiga poin fokus karantina terkait hal itu, yaitu fungsi ketertelusuran, proses pemanasan, dan residu nitrit. 
""Semua titik kritis sudah dikendalikan, kami lalukan monitoring, minimal satu kali setahun,"" jelas Iswan.
Sementara itu, Ketua Umum Perkumpulan Pengusaha Sarang Burung Indonesia (PPBSI) Boedi Mranats yang juga hadir dalam forum tersebut juga menyebutkan bahwa kuota walet yang diberikan pemerintah tiongkok pada tahun ini sebesar 150 ton.
Menurut dia, estimasi pemenuhan dari lndonesia hanya sebesar 70 sampai 80 ton. Jadi ini adalah pasar yang wajib di garap. 
Berdasarkan data, ekspor sarang walet ke Tiongkok terus meningkat. Pada 2015 (14,2 ton), pada 2016 (22,5 ton), pada 2017 (52,2 ton), dan hingga Agustus 2018 tercatat sudah 39,3 ton dengan jumlah eksportir sebanyak 11 perusahaan.Sedangkan di luar Tiongkok, hingga Agustus 2018 ada sekitar 26 negara dengan total ekspor sebanyak 818,8 ton.
Adapun terkait ekspor sarang burung walet, Banun menyampaikan bahwa regulasi telah disiapkan Kementan melalui Barantan. 
""Peluang ekspor sarang burung walet sangat besar, namun masih tergolong sedikit digarap. Ke depan kami harap sarang walet bisa jadi salah satu ekspor unggulan dan karantina sudah siap,"" tegasnya.

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });","26/10/2018, 10:00 WIB"
